,Crop_Type,Crop,N,P,K,pH,rainfall,temperature,Area_in_hectares,Production_in_tons,target 
5879,kharif,jute,80,40,40,5.44,840.46,33.58333333,245,1165,4.755102041
5880,kharif,maize,80,40,20,5.38,840.46,33.58333333,8942,16363,1.829903825
5881,kharif,ragi,50,40,20,5.52,840.46,33.58333333,767,982,1.280312907
5882,kharif,sesamum,30,15,30,6.68,840.46,33.58333333,373,195,0.522788204
5883,kharif,sunflower,50,60,30,5.38,840.46,33.58333333,136,177,1.301470588
5884,rabi,barley,70,40,45,5.44,87.2,23.106,1779,2548,1.432265318
5885,rabi,maize,80,40,20,5.32,87.2,23.106,7217,26631,3.690037412
5886,rabi,rapeseed,50,40,20,4.82,87.2,23.106,2912,1872,0.642857143
5887,rabi,wheat,60,30,30,6.6,87.2,23.106,112284,219833,1.957830145
5888,summer,maize,80,40,20,5.34,98.98,34.92333333,5881,13751,2.338207788
5889,summer,rice,80,40,40,5.44,98.98,34.92333333,1254,1326,1.057416268
5890,whole year,banana,100,75,50,6.56,1026.64,29.18636364,494,10137,20.52024291
5891,whole year,coriander,10,20,20,6.66,1026.64,29.18636364,206,89,0.432038835
5892,whole year,garlic,50,10,60,5.46,1026.64,29.18636364,367,535,1.457765668
5893,whole year,onion,120,60,65,5.88,1026.64,29.18636364,823,5868,7.130012151
5894,whole year,potato,180,60,90,5.08,1026.64,29.18636364,7840,68563,8.745280612
5895,whole year,sweetpotato,90,20,120,5.06,1026.64,29.18636364,503,5437,10.80914513
5896,whole year,turmeric,25,60,100,5.08,1026.64,29.18636364,362,352,0.972375691
5897,rabi,rice,80,40,40,5.58,87.2,23.106,97628,109999,1.126715696
5898,kharif,blackgram,40,60,20,5.04,840.46,33.58333333,118,89,0.754237288
5899,kharif,jute,80,40,40,5.58,840.46,33.58333333,35627,168634,4.733320235
5900,kharif,maize,80,40,20,5.54,840.46,33.58333333,6927,5692,0.821712141
5901,kharif,ragi,50,40,20,5.34,840.46,33.58333333,44,27,0.613636364
5902,kharif,sesamum,30,15,30,6.54,840.46,33.58333333,42,22,0.523809524
5903,kharif,sunflower,50,60,30,5.44,840.46,33.58333333,1927,971,0.50389206
5904,rabi,barley,70,40,45,5.38,87.2,23.106,88,102,1.159090909
5905,rabi,maize,80,40,20,5.48,87.2,23.106,9224,19970,2.165004337
5906,rabi,rapeseed,50,40,20,5.04,87.2,23.106,4068,2900,0.712881023
5907,rabi,wheat,60,30,30,6.8,87.2,23.106,54728,103573,1.892504751
5908,summer,maize,80,40,20,5.52,98.98,34.92333333,14976,47497,3.171541132
5909,summer,rice,80,40,40,5.58,98.98,34.92333333,18535,45627,2.461667116
5910,whole year,banana,100,75,50,6.36,1026.64,29.18636364,1622,27023,16.66029593
5911,whole year,coriander,10,20,20,6.46,1026.64,29.18636364,67,41,0.611940299
5912,whole year,garlic,50,10,60,5.34,1026.64,29.18636364,124,180,1.451612903
5913,whole year,onion,120,60,65,5.9,1026.64,29.18636364,377,3370,8.938992042
5914,whole year,potato,180,60,90,4.88,1026.64,29.18636364,6523,54020,8.281465583
5915,whole year,sweetpotato,90,20,120,4.82,1026.64,29.18636364,105,1135,10.80952381
5916,whole year,turmeric,25,60,100,4.98,1026.64,29.18636364,142,282,1.985915493
5917,rabi,rice,80,40,40,5.5,87.2,23.106,80680,84100,1.042389688
5918,kharif,blackgram,40,60,20,5.14,840.46,33.58333333,63,54,0.857142857
5919,kharif,jowar,80,40,40,5.54,840.46,33.58333333,13,14,1.076923077
5920,kharif,maize,80,40,20,5.46,840.46,33.58333333,254,492,1.937007874
5921,kharif,ragi,50,40,20,5.32,840.46,33.58333333,61,52,0.852459016
5922,kharif,sesamum,30,15,30,6.56,840.46,33.58333333,172,106,0.61627907
5923,kharif,sunflower,50,60,30,5.44,840.46,33.58333333,10,8,0.8
5924,rabi,barley,70,40,45,5.4,87.2,23.106,2702,3545,1.311991118
5925,rabi,maize,80,40,20,5.48,87.2,23.106,5,15,3
5926,rabi,rapeseed,50,40,20,5.02,87.2,23.106,2992,1622,0.542112299
5927,rabi,wheat,60,30,30,6.11,87.2,23.106,121036,266360,2.20066757
5928,summer,maize,80,40,20,5.64,98.98,34.92333333,21,70,3.333333333
5929,summer,rice,80,40,40,5.4,98.98,34.92333333,504,976,1.936507937
5930,whole year,coriander,10,20,20,6.52,1026.64,29.18636364,45,28,0.622222222
5931,whole year,garlic,50,10,60,5.42,1026.64,29.18636364,40,58,1.45
5932,whole year,onion,120,60,65,6.02,1026.64,29.18636364,288,2517,8.739583333
5933,whole year,potato,180,60,90,4.84,1026.64,29.18636364,2461,35485,14.41893539
5934,whole year,sweetpotato,90,20,120,4.9,1026.64,29.18636364,13,141,10.84615385
5935,rabi,rice,80,40,40,5.38,87.2,23.106,209869,508689,2.423840586
5936,kharif,blackgram,40,60,20,4.82,840.46,33.58333333,1397,1040,0.744452398
5937,kharif,jute,80,40,40,5.6,840.46,33.58333333,279,1945,6.971326165
5938,kharif,maize,80,40,20,5.54,840.46,33.58333333,9009,11279,1.251970252
5939,kharif,ragi,50,40,20,5.46,840.46,33.58333333,1701,1488,0.874779541
5940,kharif,sesamum,30,15,30,6.66,840.46,33.58333333,5,3,0.6
5941,kharif,sunflower,50,60,30,5.4,840.46,33.58333333,2165,1873,0.865127021
5942,rabi,barley,70,40,45,5.52,87.2,23.106,130,150,1.153846154
5943,rabi,maize,80,40,20,5.42,87.2,23.106,10910,18165,1.664986251
5944,rabi,rapeseed,50,40,20,4.96,87.2,23.106,654,328,0.501529052
5945,rabi,wheat,60,30,30,6.6,87.2,23.106,50608,83620,1.652307936
5946,summer,maize,80,40,20,5.6,98.98,34.92333333,18254,38449,2.106332859
5947,summer,rice,80,40,40,5.36,98.98,34.92333333,9563,12907,1.349681062
5948,whole year,banana,100,75,50,6.66,1026.64,29.18636364,35,261,7.457142857
5949,whole year,coriander,10,20,20,6.62,1026.64,29.18636364,48,33,0.6875
5950,whole year,garlic,50,10,60,5.54,1026.64,29.18636364,24,36,1.5
5951,whole year,onion,120,60,65,6.1,1026.64,29.18636364,187,1672,8.941176471
5952,whole year,potato,180,60,90,5.04,1026.64,29.18636364,857,4646,5.421236873
5953,whole year,sweetpotato,90,20,120,5.12,1026.64,29.18636364,20,198,9.9
5954,whole year,turmeric,25,60,100,5.08,1026.64,29.18636364,10,11,1.1
5955,rabi,rice,80,40,40,5.66,87.2,23.106,76392,71261,0.932833281
5956,kharif,blackgram,40,60,20,4.98,840.46,33.58333333,1255,891,0.709960159
5957,kharif,jute,80,40,40,5.56,840.46,33.58333333,73,347,4.753424658
5958,kharif,maize,80,40,20,5.44,840.46,33.58333333,16592,25239,1.521154773
5959,kharif,ragi,50,40,20,5.4,840.46,33.58333333,1015,937,0.923152709
5960,kharif,sesamum,30,15,30,6.38,840.46,33.58333333,445,451,1.013483146
5961,kharif,sunflower,50,60,30,5.32,840.46,33.58333333,354,217,0.61299435
5962,rabi,barley,70,40,45,5.36,87.2,23.106,148,171,1.155405405
5963,rabi,maize,80,40,20,5.32,87.2,23.106,25204,99682,3.955007142
5964,rabi,rapeseed,50,40,20,5.14,87.2,23.106,5822,5207,0.894366197
5965,rabi,wheat,60,30,30,6.11,87.2,23.106,51874,108796,2.097312719
5966,summer,maize,80,40,20,5.6,98.98,34.92333333,5243,8340,1.590692352
5967,summer,rice,80,40,40,5.44,98.98,34.92333333,2188,2574,1.176416819
5968,whole year,banana,100,75,50,6.36,1026.64,29.18636364,1609,13435,8.349906774
5969,whole year,coriander,10,20,20,6.46,1026.64,29.18636364,138,84,0.608695652
5970,whole year,garlic,50,10,60,5.62,1026.64,29.18636364,239,347,1.451882845
5971,whole year,onion,120,60,65,6.04,1026.64,29.18636364,634,7887,12.44006309
5972,whole year,potato,180,60,90,4.84,1026.64,29.18636364,9689,123677,12.7646816
5973,whole year,sweetpotato,90,20,120,5.08,1026.64,29.18636364,691,7470,10.81041968
5974,whole year,turmeric,25,60,100,4.88,1026.64,29.18636364,1292,1276,0.987616099
5975,rabi,rice,80,40,40,5.34,87.2,23.106,56336,53033,0.941369639
5976,kharif,blackgram,40,60,20,4.96,840.46,33.58333333,179,133,0.74301676
5977,kharif,maize,80,40,20,5.32,840.46,33.58333333,18179,8284,0.455690632
5978,kharif,ragi,50,40,20,5.32,840.46,33.58333333,618,336,0.54368932
5979,kharif,sunflower,50,60,30,5.62,840.46,33.58333333,4,3,0.75
5980,rabi,barley,70,40,45,5.5,87.2,23.106,463,601,1.298056156
5981,rabi,maize,80,40,20,5.52,87.2,23.106,5294,17507,3.306951266
5982,rabi,rapeseed,50,40,20,5.02,87.2,23.106,3144,3597,1.144083969
5983,rabi,wheat,60,30,30,7,87.2,23.106,88696,220061,2.481070172
5984,summer,maize,80,40,20,5.44,98.98,34.92333333,4688,4871,1.039035836
5985,summer,rice,80,40,40,5.62,98.98,34.92333333,45,100,2.222222222
5986,whole year,banana,100,75,50,6.58,1026.64,29.18636364,46,838,18.2173913
5987,whole year,garlic,50,10,60,5.4,1026.64,29.18636364,24,15,0.625
5988,whole year,onion,120,60,65,6.02,1026.64,29.18636364,297,2079,7
5989,whole year,potato,180,60,90,5.18,1026.64,29.18636364,6544,44399,6.784688264
5990,whole year,sweetpotato,90,20,120,4.96,1026.64,29.18636364,68,735,10.80882353
5991,rabi,rice,80,40,40,5.44,87.2,23.106,77562,97032,1.251024986
5992,kharif,maize,80,40,20,5.36,840.46,33.58333333,507,242,0.477317554
5993,kharif,sunflower,50,60,30,5.54,840.46,33.58333333,15,14,0.933333333
5994,rabi,barley,70,40,45,5.5,87.2,23.106,60,59,0.983333333
5995,rabi,maize,80,40,20,5.64,87.2,23.106,71,254,3.577464789
5996,rabi,rapeseed,50,40,20,4.82,87.2,23.106,374,415,1.109625668
5997,rabi,wheat,60,30,30,6.3,87.2,23.106,21487,44376,2.065248755
5998,summer,maize,80,40,20,5.58,98.98,34.92333333,74,128,1.72972973
5999,whole year,onion,120,60,65,6,1026.64,29.18636364,647,9796,15.14064915
6000,whole year,potato,180,60,90,5.04,1026.64,29.18636364,823,7860,9.550425273
6001,rabi,rice,80,40,40,5.44,87.2,23.106,22716,31641,1.392894876
6002,kharif,maize,80,40,20,5.54,840.46,33.58333333,318,545,1.713836478
6003,kharif,ragi,50,40,20,5.44,840.46,33.58333333,35,45,1.285714286
6004,kharif,sesamum,30,15,30,6.44,840.46,33.58333333,37,19,0.513513514
6005,rabi,barley,70,40,45,5.32,87.2,23.106,37,53,1.432432432
6006,rabi,maize,80,40,20,5.68,87.2,23.106,830,1529,1.842168675
6007,rabi,rapeseed,50,40,20,4.9,87.2,23.106,398,186,0.467336683
6008,rabi,wheat,60,30,30,6.8,87.2,23.106,11874,19040,1.603503453
6009,summer,maize,80,40,20,5.38,98.98,34.92333333,807,1721,2.132589839
6010,summer,rice,80,40,40,5.4,98.98,34.92333333,62,115,1.85483871
6011,whole year,banana,100,75,50,6.6,1026.64,29.18636364,170,4029,23.7
6012,whole year,coriander,10,20,20,6.38,1026.64,29.18636364,17,7,0.411764706
6013,whole year,garlic,50,10,60,5.58,1026.64,29.18636364,19,28,1.473684211
6014,whole year,onion,120,60,65,6.06,1026.64,29.18636364,86,423,4.918604651
6015,whole year,potato,180,60,90,5.08,1026.64,29.18636364,436,3462,7.940366972
6016,whole year,sweetpotato,90,20,120,4.86,1026.64,29.18636364,56,605,10.80357143
6017,whole year,turmeric,25,60,100,4.88,1026.64,29.18636364,8,8,1
6018,rabi,rice,80,40,40,5.4,87.2,23.106,18449,15898,0.861726923
6019,kharif,blackgram,40,60,20,4.82,840.46,33.58333333,84,72,0.857142857
6020,kharif,jowar,80,40,40,5.38,840.46,33.58333333,4,4,1
6021,kharif,maize,80,40,20,5.4,840.46,33.58333333,1073,1509,1.406337372
6022,kharif,ragi,50,40,20,5.62,840.46,33.58333333,2285,3425,1.498905908
6023,kharif,sunflower,50,60,30,5.32,840.46,33.58333333,9,12,1.333333333
6024,rabi,barley,70,40,45,5.44,87.2,23.106,436,624,1.431192661
6025,rabi,maize,80,40,20,5.52,87.2,23.106,1712,6204,3.623831776
6026,rabi,rapeseed,50,40,20,5.06,87.2,23.106,977,676,0.691914023
6027,rabi,wheat,60,30,30,6.11,87.2,23.106,56547,92761,1.640423011
6028,summer,maize,80,40,20,5.5,98.98,34.92333333,1861,3851,2.069317571
6029,summer,rice,80,40,40,5.52,98.98,34.92333333,1869,2116,1.132156233
6030,whole year,banana,100,75,50,6.54,1026.64,29.18636364,326,7726,23.6993865
6031,whole year,coriander,10,20,20,6.64,1026.64,29.18636364,44,19,0.431818182
6032,whole year,garlic,50,10,60,5.64,1026.64,29.18636364,7,10,1.428571429
6033,whole year,onion,120,60,65,6.16,1026.64,29.18636364,726,3572,4.920110193
6034,whole year,potato,180,60,90,4.98,1026.64,29.18636364,4657,37755,8.107150526
6035,whole year,sweetpotato,90,20,120,4.96,1026.64,29.18636364,413,4465,10.81113801
6036,whole year,turmeric,25,60,100,4.96,1026.64,29.18636364,43,42,0.976744186
6037,rabi,rice,80,40,40,5.44,87.2,23.106,75361,46312,0.61453537
6038,kharif,blackgram,40,60,20,5,840.46,33.58333333,271,201,0.741697417
6039,kharif,cotton,120,40,20,5.6,840.46,33.58333333,43,88,2.046511628
6040,kharif,jowar,80,40,40,5.52,840.46,33.58333333,65,61,0.938461538
6041,kharif,maize,80,40,20,5.64,840.46,33.58333333,13560,14837,1.094174041
6042,kharif,ragi,50,40,20,5.64,840.46,33.58333333,2076,1854,0.893063584
6043,kharif,sesamum,30,15,30,6.68,840.46,33.58333333,122,64,0.524590164
6044,kharif,sunflower,50,60,30,5.56,840.46,33.58333333,36,28,0.777777778
6045,rabi,barley,70,40,45,5.4,87.2,23.106,939,1218,1.297124601
6046,rabi,maize,80,40,20,5.46,87.2,23.106,5991,11940,1.992989484
6047,rabi,rapeseed,50,40,20,4.94,87.2,23.106,3095,2473,0.799030695
6048,rabi,wheat,60,30,30,6.3,87.2,23.106,99028,205354,2.073696328
6049,summer,maize,80,40,20,5.68,98.98,34.92333333,1946,2058,1.057553957
6050,summer,rice,80,40,40,5.52,98.98,34.92333333,10,22,2.2
6051,whole year,banana,100,75,50,6.68,1026.64,29.18636364,96,1748,18.20833333
6052,whole year,coriander,10,20,20,6.68,1026.64,29.18636364,85,52,0.611764706
6053,whole year,garlic,50,10,60,5.54,1026.64,29.18636364,205,127,0.619512195
6054,whole year,onion,120,60,65,5.96,1026.64,29.18636364,609,4263,7
6055,whole year,potato,180,60,90,5.12,1026.64,29.18636364,5047,33572,6.651872399
6056,whole year,sweetpotato,90,20,120,4.88,1026.64,29.18636364,210,2270,10.80952381
6057,whole year,turmeric,25,60,100,4.94,1026.64,29.18636364,69,92,1.333333333
6058,rabi,rice,80,40,40,5.6,87.2,23.106,62745,84150,1.341142721
6059,kharif,blackgram,40,60,20,4.86,840.46,33.58333333,639,464,0.726134585
6060,kharif,jute,80,40,40,5.62,840.46,33.58333333,14156,100901,7.127790336
6061,kharif,maize,80,40,20,5.38,840.46,33.58333333,1575,1944,1.234285714
6062,kharif,ragi,50,40,20,5.46,840.46,33.58333333,2890,2147,0.742906574
6063,kharif,sesamum,30,15,30,6.38,840.46,33.58333333,265,138,0.520754717
6064,kharif,sunflower,50,60,30,5.44,840.46,33.58333333,4985,4312,0.864994985
6065,rabi,barley,70,40,45,5.32,87.2,23.106,125,145,1.16
6066,rabi,maize,80,40,20,5.52,87.2,23.106,1151,2650,2.302345786
6067,rabi,rapeseed,50,40,20,4.9,87.2,23.106,3706,1857,0.501079331
6068,rabi,wheat,60,30,30,6.9,87.2,23.106,49758,72277,1.452570441
6069,summer,maize,80,40,20,5.64,98.98,34.92333333,5693,12136,2.131740734
6070,summer,rice,80,40,40,5.48,98.98,34.92333333,7277,12887,1.770922083
6071,whole year,banana,100,75,50,6.46,1026.64,29.18636364,587,4379,7.459965928
6072,whole year,coriander,10,20,20,6.66,1026.64,29.18636364,50,34,0.68
6073,whole year,garlic,50,10,60,5.66,1026.64,29.18636364,86,128,1.488372093
6074,whole year,onion,120,60,65,5.86,1026.64,29.18636364,468,4184,8.94017094
6075,whole year,potato,180,60,90,4.96,1026.64,29.18636364,6073,52739,8.68417586
6076,whole year,sweetpotato,90,20,120,4.96,1026.64,29.18636364,741,7324,9.883940621
6077,whole year,turmeric,25,60,100,4.92,1026.64,29.18636364,89,95,1.06741573
6078,rabi,rice,80,40,40,5.34,87.2,23.106,82184,82916,1.008906843
6079,kharif,blackgram,40,60,20,4.92,840.46,33.58333333,768,561,0.73046875
6080,kharif,jute,80,40,40,5.34,840.46,33.58333333,5,24,4.8
6081,kharif,maize,80,40,20,5.58,840.46,33.58333333,17833,22215,1.245724219
6082,kharif,ragi,50,40,20,5.54,840.46,33.58333333,499,639,1.280561122
6083,kharif,sesamum,30,15,30,6.42,840.46,33.58333333,18,9,0.5
6084,kharif,sunflower,50,60,30,5.58,840.46,33.58333333,7,9,1.285714286
6085,rabi,barley,70,40,45,5.4,87.2,23.106,374,536,1.43315508
6086,rabi,maize,80,40,20,5.42,87.2,23.106,6466,16275,2.517012063
6087,rabi,rapeseed,50,40,20,4.9,87.2,23.106,2191,1308,0.596987677
6088,rabi,wheat,60,30,30,6.4,87.2,23.106,45231,114786,2.537772766
6089,summer,maize,80,40,20,5.36,98.98,34.92333333,10312,19857,1.925620636
6090,summer,rice,80,40,40,5.54,98.98,34.92333333,517,960,1.856866538
6091,whole year,banana,100,75,50,6.46,1026.64,29.18636364,2393,52287,21.84997911
6092,whole year,coriander,10,20,20,6.5,1026.64,29.18636364,218,94,0.431192661
6093,whole year,garlic,50,10,60,5.32,1026.64,29.18636364,61,89,1.459016393
6094,whole year,onion,120,60,65,5.98,1026.64,29.18636364,955,5845,6.120418848
6095,whole year,potato,180,60,90,5.02,1026.64,29.18636364,7206,49267,6.836941438
6096,whole year,sweetpotato,90,20,120,4.98,1026.64,29.18636364,811,8767,10.81011097
6097,whole year,turmeric,25,60,100,5.06,1026.64,29.18636364,74,72,0.972972973
6098,rabi,rice,80,40,40,5.62,87.2,23.106,47253,49377,1.044949527
6099,kharif,maize,80,40,20,5.34,80.926,28.7,380,1330,3.5
6100,kharif,moong,20,40,20,5.68,80.926,28.7,3,3,1
6101,kharif,rice,80,40,40,5.66,80.926,28.7,120,360,3
6102,rabi,rapeseed,50,40,20,5.14,9.627044,16.82,120,130,1.083333333
6103,rabi,wheat,60,30,30,6.12,9.627044,16.82,880,3960,4.5
6104,whole year,onion,120,60,65,5.86,35.214,22.70909091,18,450,25
6105,whole year,potato,180,60,90,4.82,35.214,22.70909091,130,3250,25
6106,kharif,jowar,80,40,40,5.34,168.257,28.22333333,523,418,0.799235182
6107,kharif,maize,80,40,20,5.38,168.257,28.22333333,16,10,0.625
6108,kharif,ragi,50,40,20,5.4,168.257,28.22333333,1669,2166,1.297783104
6109,kharif,rice,80,40,40,5.36,168.257,28.22333333,14123,24023,1.70098421
6110,rabi,rice,80,40,40,5.62,5.274,27.016,383,770,2.010443864
6111,rabi,banana,100,75,50,6.32,5.274,27.016,14,280,20
6112,rabi,coriander,10,20,20,6.6,5.274,27.016,5,4,0.8
6113,rabi,rapeseed,50,40,20,4.88,5.274,27.016,30,30,1
6114,rabi,sesamum,30,15,30,6.46,5.274,27.016,24,14,0.583333333
6115,rabi,sunflower,50,60,30,5.54,5.274,27.016,5,3,0.6
6116,rabi,wheat,60,30,30,6.11,5.274,27.016,537,920,1.713221601
6117,kharif,cotton,120,40,20,5.5,790.98,30.61666667,178800,293100,1.639261745
6118,kharif,jowar,80,40,40,5.52,790.98,30.61666667,58400,48200,0.825342466
6119,kharif,maize,80,40,20,5.4,790.98,30.61666667,1300,2200,1.692307692
6120,kharif,moong,20,40,20,5.38,790.98,30.61666667,2400,1300,0.541666667
6121,kharif,rice,80,40,40,5.4,790.98,30.61666667,52200,72600,1.390804598
6122,kharif,sesamum,30,15,30,6.66,790.98,30.61666667,9900,5900,0.595959596
6123,rabi,jowar,80,40,40,5.6,15.34,27.276,2500,2000,0.8
6124,rabi,rapeseed,50,40,20,4.84,15.34,27.276,6300,6300,1
6125,rabi,wheat,60,30,30,7,15.34,27.276,91600,138900,1.516375546
6126,whole year,banana,100,75,50,6.68,810.26,29.95636364,100,8000,80
6127,whole year,onion,120,60,65,6.08,810.26,29.95636364,200,6700,33.5
6128,whole year,potato,180,60,90,5.18,810.26,29.95636364,3100,72300,23.32258065
6129,kharif,cotton,120,40,20,5.6,790.98,30.61666667,90100,371900,4.12763596
6130,kharif,jowar,80,40,40,5.4,790.98,30.61666667,20300,3400,0.167487685
6131,kharif,maize,80,40,20,5.48,790.98,30.61666667,4000,6900,1.725
6132,kharif,moong,20,40,20,5.54,790.98,30.61666667,3000,1700,0.566666667
6133,kharif,rice,80,40,40,5.64,790.98,30.61666667,100,100,1
6134,kharif,sesamum,30,15,30,6.6,790.98,30.61666667,32000,16200,0.50625
6135,rabi,rapeseed,50,40,20,4.86,15.34,27.276,1400,1900,1.357142857
6136,rabi,wheat,60,30,30,6.7,15.34,27.276,25600,74800,2.921875
6137,whole year,garlic,50,10,60,5.38,810.26,29.95636364,1600,11400,7.125
6138,whole year,onion,120,60,65,5.92,810.26,29.95636364,2600,76000,29.23076923
6139,kharif,cotton,120,40,20,5.64,790.98,30.61666667,23900,36600,1.531380753
6140,kharif,jowar,80,40,40,5.54,790.98,30.61666667,7600,1400,0.184210526
6141,kharif,maize,80,40,20,5.52,790.98,30.61666667,6800,13000,1.911764706
6142,kharif,moong,20,40,20,5.34,790.98,30.61666667,26300,6000,0.228136882
6143,kharif,sesamum,30,15,30,6.68,790.98,30.61666667,6000,1200,0.2
6144,rabi,rapeseed,50,40,20,5.16,15.34,27.276,164300,226400,1.377967133
6145,rabi,wheat,60,30,30,7,15.34,27.276,42900,113300,2.641025641
6146,whole year,garlic,50,10,60,5.42,810.26,29.95636364,100,300,3
6147,whole year,onion,120,60,65,6.1,810.26,29.95636364,100,2400,24
6148,whole year,potato,180,60,90,4.82,810.26,29.95636364,7800,220700,28.29487179
6149,kharif,cotton,120,40,20,5.36,790.98,30.61666667,140900,285700,2.027679205
6150,kharif,jowar,80,40,40,5.6,790.98,30.61666667,16700,25100,1.502994012
6151,kharif,maize,80,40,20,5.48,790.98,30.61666667,4100,7100,1.731707317
6152,kharif,moong,20,40,20,5.66,790.98,30.61666667,2300,1700,0.739130435
6153,kharif,rice,80,40,40,5.44,790.98,30.61666667,21100,25200,1.194312796
6154,kharif,sesamum,30,15,30,6.5,790.98,30.61666667,3200,1200,0.375
6155,rabi,jowar,80,40,40,5.52,15.34,27.276,28900,23700,0.820069204
6156,rabi,rapeseed,50,40,20,5.02,15.34,27.276,200,300,1.5
6157,rabi,wheat,60,30,30,6.8,15.34,27.276,22800,19500,0.855263158
6158,whole year,banana,100,75,50,6.44,810.26,29.95636364,4000,244600,61.15
6159,kharif,cotton,120,40,20,5.48,790.98,30.61666667,195600,416200,2.127811861
6160,kharif,jowar,80,40,40,5.42,790.98,30.61666667,12300,10100,0.821138211
6161,kharif,maize,80,40,20,5.52,790.98,30.61666667,5000,8500,1.7
6162,kharif,moong,20,40,20,5.52,790.98,30.61666667,5800,4200,0.724137931
6163,kharif,sesamum,30,15,30,6.54,790.98,30.61666667,51600,19800,0.38372093
6164,rabi,rapeseed,50,40,20,5.14,15.34,27.276,1200,1700,1.416666667
6165,rabi,wheat,60,30,30,6.12,15.34,27.276,25400,56800,2.236220472
6166,whole year,banana,100,75,50,6.62,810.26,29.95636364,300,21600,72
6167,whole year,garlic,50,10,60,5.4,810.26,29.95636364,800,5600,7
